feature_noise_level,prior_regime,method,valid_count,mean_mse_betaX,median_mse_betaX,std_mse_betaX,mean_rmse_betaX,mean_r2_betaX,mean_rank_mse_betaX,mean_processed_features,mean_selected_features,mean_feature_cap,base_mse,base_rmse,base_r2,base_rank,mse_degradation_vs_noise0,rmse_degradation_vs_noise0,r2_drop_vs_noise0,rank_change_vs_noise0,relative_mse_degradation_pct
0,A,AutoGluon,150,0.3814061483844479,0.29374413863805154,0.2970699142611394,0.5878235842624315,0.9554513312968215,3.0533333333333332,10.22,,,0.3814061483844479,0.5878235842624315,0.9554513312968215,3.0533333333333332,0.0,0.0,0.0,0.0,0.0
0,A,CatBoost,150,1.9456396405225234,1.4403814675741096,1.6766874878620852,1.2962666982521707,0.8119771450115806,5.4,10.22,,,1.9456396405225234,1.2962666982521707,0.8119771450115806,5.4,0.0,0.0,0.0,0.0,0.0
0,A,DeepSetModel-MC,150,10.287487887568686,8.948402975473769,6.639843086867956,3.0602532619875404,-0.03717566946445986,11.0,10.22,10.22,128.0,10.287487887568686,3.0602532619875404,-0.03717566946445986,11.0,0.0,0.0,0.0,0.0,0.0
0,A,FixedRidgeLambda1,150,0.08780453919021239,0.0727726498660915,0.05797266594287533,0.28033208004769883,0.988293463704205,1.4066666666666667,10.22,,,0.08780453919021239,0.28033208004769883,0.988293463704205,1.4066666666666667,0.0,0.0,0.0,0.0,0.0
0,A,KNN,150,3.6137124534465164,3.069833198881337,2.6909489862806635,1.78871110187781,0.6432550670861644,9.213333333333333,10.22,,,3.6137124534465164,1.78871110187781,0.6432550670861644,9.213333333333333,0.0,0.0,0.0,0.0,0.0
0,A,LightGBM,150,1.98748042593813,1.6288617141392696,1.3121208788872385,1.3464749646484915,0.7887413226411164,6.18,10.22,,,1.98748042593813,1.3464749646484915,0.7887413226411164,6.18,0.0,0.0,0.0,0.0,0.0
0,A,LinearRegression,150,0.08934200148104181,0.07657902371860985,0.059858259415302255,0.28228237559494773,0.9881693490054012,1.6066666666666667,10.22,,,0.08934200148104181,0.28228237559494773,0.9881693490054012,1.6066666666666667,0.0,0.0,0.0,0.0,0.0
0,A,MLP,150,0.7635878644116911,0.7197614717521074,0.2508293619745208,0.8631902447088879,0.8901554656832796,4.546666666666667,10.22,,,0.7635878644116911,0.8631902447088879,0.8901554656832796,4.546666666666667,0.0,0.0,0.0,0.0,0.0
0,A,RandomForest,150,3.0568098795377057,2.426392614240558,2.611499440460083,1.6192153389296304,0.7101665791903393,7.8133333333333335,10.22,,,3.0568098795377057,1.6192153389296304,0.7101665791903393,7.8133333333333335,0.0,0.0,0.0,0.0,0.0
0,A,Ridge,150,0.08780453919021239,0.0727726498660915,0.05797266594287533,0.28033208004769883,0.988293463704205,1.4066666666666667,10.22,,,0.08780453919021239,0.28033208004769883,0.988293463704205,1.4066666666666667,0.0,0.0,0.0,0.0,0.0
0,A,SVR,150,2.7149667224211282,1.967594867362656,2.5180018598065996,1.515052426244703,0.750771321328585,6.933333333333334,10.22,,,2.7149667224211282,1.515052426244703,0.750771321328585,6.933333333333334,0.0,0.0,0.0,0.0,0.0
0,A,XGBoost,150,3.4049329417152534,2.6618549538357064,2.7610763976876314,1.725674041091491,0.6636276275661346,8.846666666666666,10.22,,,3.4049329417152534,1.725674041091491,0.6636276275661346,8.846666666666666,0.0,0.0,0.0,0.0,0.0
0,B,AutoGluon,150,0.36685256833020863,0.24831753914133287,0.35065334612082244,0.5586289717979247,-10.256628729727343,3.2733333333333334,9.82,,,0.36685256833020863,0.5586289717979247,-10.256628729727343,3.2733333333333334,0.0,0.0,0.0,0.0,0.0
0,B,CatBoost,150,1.5896696304706825,0.668155749293896,2.3817076637250634,1.0555309375599706,-17.29637876606194,5.713333333333333,9.82,,,1.5896696304706825,1.0555309375599706,-17.29637876606194,5.713333333333333,0.0,0.0,0.0,0.0,0.0
0,B,DeepSetModel-MC,150,13.069863852094795,6.688603855981862,16.39086962532015,3.041710839171102,-4.109334591070041,10.1,9.82,9.82,128.0,13.069863852094795,3.041710839171102,-4.109334591070041,10.1,0.0,0.0,0.0,0.0,0.0
