n_train,prior_regime,method,valid_count,n_holdout,mean_mse_betaX,median_mse_betaX,std_mse_betaX,mean_rmse_betaX,mean_r2_betaX,mean_rank_mse_betaX,mean_context_window_size,mean_context_windows,base25_mse,base25_rmse,base25_r2,mse_improvement_vs_25,rmse_improvement_vs_25,r2_improvement_vs_25,relative_mse_improvement_pct,is_tabpfn_anchor
128,B,AutoGluon,3,32,0.661531115413643,0.6638523426643,0.33792596471695197,0.7939211622576213,0.9807434877634688,3.3333333333333335,,,,,,,,,,False
128,B,CatBoost,3,32,3.0105963013905885,2.919527294429999,1.666636479172487,1.6869951795462124,0.9128120980144449,7.0,,,,,,,,,,False
128,B,DeepSetModel-MC,3,32,34.314986282162046,36.24548394423269,8.114060669492126,5.828979850959282,-0.0446128987453582,11.0,200.0,5.0,,,,,,,,False
128,B,FixedRidgeLambda1,3,32,0.06649571880015746,0.0685744559568962,0.020772466504752028,0.2556506631953175,0.9977864271103897,1.0,,,,,,,,,,False
128,B,KNN,3,32,10.432160087146322,11.232058920047818,1.5028992996253534,3.2240287408689983,0.6772917473481429,9.0,,,,,,,,,,False
128,B,LightGBM,3,32,3.5332728045406143,3.958556937373768,1.8299760052647533,1.8290019911524684,0.8979252998722798,8.0,,,,,,,,,,False
128,B,LinearRegression,3,32,0.07941376413054223,0.0785977393198668,0.017965807119293183,0.28059242301976034,0.9973845488233725,2.0,,,,,,,,,,False
128,B,MLP,3,32,0.867274451490621,0.8877128821973044,0.04096565349818607,0.9311001381300246,0.9726937180288209,3.6666666666666665,,,,,,,,,,False
128,B,RandomForest,3,32,1.8324792863782589,1.7054155219802165,0.7456587111439859,1.3350225602056927,0.9453638402425658,5.666666666666667,,,,,,,,,,False
128,B,Ridge,3,32,0.06649571880015746,0.0685744559568962,0.020772466504752028,0.2556506631953175,0.9977864271103897,1.0,,,,,,,,,,False
128,B,SVR,3,32,12.109074130835802,11.77253312295776,2.300414881053452,3.469442757682326,0.6266294902245285,10.0,,,,,,,,,,False
128,B,XGBoost,3,32,1.611749238913166,1.4723068479401935,0.34980340515602154,1.264769658089774,0.9502377646772423,5.333333333333333,,,,,,,,,,False
131,G,AutoGluon,6,33,18.16078376748125,16.320691477313797,17.96511828597509,3.693573587049786,-3.3114263357861873,3.6666666666666665,,,,,,,,,,False
131,G,CatBoost,6,33,44.01431469685044,21.782217440971056,54.97621714598032,5.517076342874532,-9.716455731689924,5.0,,,,,,,,,,False
131,G,DeepSetModel-MC,6,33,17.665551125779047,14.910035350332016,6.653850263629108,4.142813284236859,-2.0427603342000507,4.666666666666667,200.0,5.0,,,,,,,,False
131,G,FixedRidgeLambda1,6,33,20.25393667555832,20.353457354335426,17.03426897032807,4.069789773563973,-3.627968242710377,3.8333333333333335,,,,,,,,,,False
131,G,KNN,6,33,38.54976361257104,22.359379910785464,40.01581015657843,5.64402839300389,-7.401672607956718,6.666666666666667,,,,,,,,,,False
131,G,LightGBM,6,33,105.6385844954466,73.69597284999995,110.13161498025045,8.974201233885495,-24.474040599020228,8.833333333333334,,,,,,,,,,False
131,G,LinearRegression,6,33,20.474061927173313,20.579446253709886,17.17580131721883,4.094819495371961,-3.674124735018348,4.833333333333333,,,,,,,,,,False
131,G,MLP,6,33,231.01371877186975,184.3338394425122,210.66505524741214,13.75065876250541,-52.10288192944307,10.666666666666666,,,,,,,,,,False
131,G,RandomForest,6,33,71.22365173633655,32.05785056648363,86.66082984373321,7.063686098171256,-15.813546378169681,7.166666666666667,,,,,,,,,,False
131,G,Ridge,6,33,20.25393667555832,20.353457354335426,17.03426897032807,4.069789773563973,-3.627968242710377,3.8333333333333335,,,,,,,,,,False
131,G,SVR,6,33,3.0949212223502527,3.009229202140952,2.2404064076264927,1.646083711334725,0.6907159020114508,2.5,,,,,,,,,,False
131,G,XGBoost,6,33,486.72927078599713,27.16879389744896,817.9430141354323,14.985460857849487,-120.56648624275935,8.166666666666666,,,,,,,,,,False
133,A,AutoGluon,3,33,0.2030856713846031,0.1810858724745472,0.06405849026572605,0.4470791645294175,0.9625424072076548,3.0,,,,,,,,,,False
133,A,CatBoost,3,33,0.602110420330377,0.4635634888177775,0.2606182032656483,0.7647757625184858,0.8905005310612056,4.0,,,,,,,,,,False
133,A,DeepSetModel-MC,3,33,5.422997263782661,4.948232504234833,0.8709358602280464,2.323922054885605,-0.014462576312425666,11.0,200.0,5.0,,,,,,,,False
133,A,FixedRidgeLambda1,3,33,0.028295694317409133,0.0162856690249265,0.02139131306831419,0.16091691658088528,0.9950349681214115,2.0,,,,,,,,,,False
133,A,KNN,3,33,1.283139188499293,1.127032164951225,0.35538237160201125,1.125898953976525,0.7626393217604549,9.333333333333334,,,,,,,,,,False
133,A,LightGBM,3,33,0.9701323864082759,0.9177116641158144,0.3705565395523386,0.9729172804028036,0.8216497514886386,7.333333333333333,,,,,,,,,,False
133,A,LinearRegression,3,33,0.024232177396941168,0.0140099200170944,0.018428649247324787,0.1488303305665176,0.9957504684559829,1.0,,,,,,,,,,False
133,A,MLP,3,33,0.8086955977896446,0.7769656898435165,0.2452379393890041,0.8923888895902478,0.8502406946501438,6.333333333333333,,,,,,,,,,False
133,A,RandomForest,3,33,0.7801499488282501,0.7348140021535758,0.15489654588916674,0.8804418665763357,0.8543865445242752,6.333333333333333,,,,,,,,,,False
133,A,Ridge,3,33,0.028295694317409133,0.0162856690249265,0.02139131306831419,0.16091691658088528,0.9950349681214115,2.0,,,,,,,,,,False
133,A,SVR,3,33,0.9683857894932034,0.6187201436222831,0.7630469923432406,0.9366127361668731,0.8302653281679099,6.666666666666667,,,,,,,,,,False
133,A,XGBoost,3,33,1.1609022015537018,1.1518483147436989,0.24532753846546462,1.073408862629534,0.7837657298618591,9.0,,,,,,,,,,False
133,D,AutoGluon,3,33,0.2993756308310118,0.2550100199193816,0.17329993886791795,0.5319928470551268,0.9651193303454036,3.0,,,,,,,,,,False
133,D,CatBoost,3,33,1.7255275625222464,1.6489678804794927,0.5158720309323637,1.3038627621116259,0.7831515361632969,5.666666666666667,,,,,,,,,,False
133,D,DeepSetModel-MC,3,33,8.512185463619417,8.267180498176263,3.2692663053321347,2.880769194823342,-0.04469969086567143,11.0,200.0,5.0,,,,,,,,False
133,D,FixedRidgeLambda1,3,33,0.057166469473936866,0.0565006345598775,0.011313632362403089,0.23831195675007363,0.9924076888985431,1.6666666666666667,,,,,,,,,,False
133,D,KNN,3,33,3.0172656901679904,2.809422261850057,1.3864388594046433,1.7060101854905148,0.6371715032558963,9.0,,,,,,,,,,False
133,D,LightGBM,3,33,2.009643015184636,1.976478482413052,0.20907110105135063,1.4163514016310244,0.7342075555052127,6.666666666666667,,,,,,,,,,False
133,D,LinearRegression,3,33,0.0555930504411134,0.054030476651106,0.01500581652095609,0.23434784721019844,0.992658322907403,1.3333333333333333,,,,,,,,,,False
133,D,MLP,3,33,0.971053597064639,0.8379921529036327,0.27565795425310835,0.9791817223295607,0.8688639286600216,4.0,,,,,,,,,,False
133,D,RandomForest,3,33,2.652477167846686,2.5007341060018016,0.5193541953546794,1.6235858796684433,0.6524978959309684,8.666666666666666,,,,,,,,,,False
133,D,Ridge,3,33,0.057166469473936866,0.0565006345598775,0.011313632362403089,0.23831195675007363,0.9924076888985431,1.6666666666666667,,,,,,,,,,False
133,D,SVR,3,33,1.7039088432524843,1.7071970527432985,0.6046214711896163,1.2910423094272085,0.7892072804964015,6.0,,,,,,,,,,False
133,D,XGBoost,3,33,2.7733034378299712,2.7820352259356693,0.4367559700229431,1.6618466025129084,0.608627567831156,9.0,,,,,,,,,,False
134,E,AutoGluon,3,33,0.16479072903745887,0.1749009751124188,0.049399365887847865,0.4026708999791126,0.8801576010615726,3.0,,,,,,,,,,False
134,E,CatBoost,3,33,0.48992518602784846,0.5005900096244379,0.04911164926195647,0.6993493941430121,0.6468278912525686,5.333333333333333,,,,,,,,,,False
